global_id,id,rule,country/source,cultural_cluster,scope,safety_level,norm_type,affected_group
1886,23,"In Catalonia, the National Day of Spain is often met with mixed feelings due to the region's strong independentist movement. Instead, many Catalans place more emphasis on their own National Day, the ""Diada Nacional de Catalunya,"" celebrated on September 11th, commemorating the fall of Barcelona during the War of the Spanish Succession in 1714. This day is marked by demonstrations and cultural events promoting Catalan identity and independence.",Spain,Western Europe,Specific,Moderate,Custom,General
1887,24,"Hosting a non-traditional event that does not respect the cultural significance of ""Día de Canarias"" on May 30th, which is a day dedicated to celebrating Canarian culture and traditions.",Spain,Western Europe,Specific,Low,Custom,General
1888,25,"In Spain, it is customary to greet with two kisses, one on each cheek, starting with the left. This applies to both men and women and is a sign of warmth and friendliness, differing from the handshake or single kiss common in other cultures.",Spain,Western Europe,Specific,Low,Custom,General
1889,26,Dressing in traditional flamenco attire during the Feria de Abril in Seville and participating in the offering of flowers to the Virgin of Pilar.,Spain,Western Europe,Specific,Low,Custom,General
1890,27,"In markets and some shops, instead of forming a traditional queue, it's customary to ask ""¿Quién es el último?"" (Who is the last?) upon entering, to know who you follow in the informal line. This system, known as ""pedir la vez,"" relies on mutual respect and trust, showcasing the communal approach to public interactions.",Spain,Western Europe,Specific,Low,Custom,General
1891,28,"The ""Misa del Gallo"" (Rooster's Mass) is a midnight Catholic mass celebrated on Christmas Eve, deeply rooted in Spanish tradition. This mass, often featuring traditional Christmas carols, is a significant religious and cultural event, reflecting the strong ties between Spanish identity and Catholicism.",Spain,Western Europe,Specific,Low,Religious,General
1892,29,"In Barcelona's Gothic Quarter, renovations must maintain the Gothic or Modernista aesthetic to preserve the historic urban landscape. My choice of a minimalist, ultra-modern design does not comply with these regulations.",Spain,Western Europe,Specific,Moderate,Legal,General
1893,34,"In Galicia, advertisements must promote the Galician language and culture, avoiding negative stereotypes and supporting the use of Galician in commercial communications.",Spain,Western Europe,Specific,Low,Legal,General
1894,36,"Avoid criticising the Spanish culture, people or nation. Though some Spaniards may openly complain about how their country is being ‘ruined’ by current politicians, remember that they are still very proud of their homeland and its culture.",Spain,Western Europe,Specific,Moderate,Social_Norm,General
1895,37,"Do not bring up the topic of Catalan independence. You cannot determine what position your Spanish counterpart has on the topic, whether they are Catalonian or not. If the subject is raised, it is best to simply ask questions and allow them to inform you of their perspective as opposed to sharing your own.",Spain,Western Europe,Specific,Low,Social_Norm,General
1896,39,Avoid mentioning Francisco Franco and his era of power. This can initiate long debates.,Spain,Western Europe,Specific,Low,Social_Norm,General
1897,40,"Do not joke about the Catholic Church or the Pope when in the company of older Spaniards. The younger generations are often quite relaxed about this kind of humour, but it can seriously offend the elderly.",Spain,Western Europe,Specific,Low,Custom,Age_Group
1898,41,"When visiting a Spanish home, bringing chocolates, wine or sweets is expected; coming empty-handed may be interpreted as undervaluing the host’s generosity.",Spain,Western Europe,Specific,Low,Custom,General
1899,42,Giving an even number of flowers in Spain is reserved for mourning; presenting an even count to celebrate may signal ignorance of local traditions.,Spain,Western Europe,Specific,Low,Custom,General
1900,43,"Upon entering a Spanish home, greet each person present and engage in small talk before focusing on the reason for your visit; omitting this may be seen as brusque.",Spain,Western Europe,Specific,Low,Etiquette,General
1901,44,"In Spain, starting to eat before the host says “buen provecho” or before everyone is served may indicate lack of familiarity with local dining rituals.",Spain,Western Europe,Specific,Low,Etiquette,General
1902,46,"In Spanish social contexts, methods like light touches or proximity are normal; cold formal avoidance of touch may be interpreted as unfriendly or distant.",Spain,Western Europe,Specific,Significant,Custom,General
1903,47,"Failing to take part in the midnight “doce uvas” grape tradition on New Year’s Eve in Spain, or mocking it, may be seen as showing disrespect for local celebration culture.",Spain,Western Europe,Specific,Low,Custom,General
1904,48,"Placing elbows on the table, leaving hands out of view or appearing disengaged during a Spanish meal can be viewed as impolite and signalling inattentiveness to the host’s effort.",Spain,Western Europe,Specific,Low,Etiquette,General
1905,50,Leaving a Spanish host’s home soon after the meal and skipping the “sobremesa” (relaxed post-meal conversation) may suggest you do not value the host’s company.,Spain,Western Europe,Specific,Low,Etiquette,General
1906,51,Rejecting tapas offers or refusing a drink when invited while socialising in Spain may appear as ungrateful and may offend one’s hosts or companions.,Spain,Western Europe,Specific,Low,Etiquette,General
1907,52,"In Spain, avoiding all physical contact (e.g., side hug, hand on arm) with friends or close acquaintances may be interpreted as unfriendly or distant rather than respectful.",Spain,Western Europe,Specific,Moderate,Social_Norm,General
1908,53,Expecting and arriving for dinner before 9 p.m. in many parts of Spain might signal misunderstanding of local social rhythm and could create awkwardness.,Spain,Western Europe,Specific,Low,Social_Norm,General
1909,4,It is customary to follow appropriate conduct in key ceremonies by observing wedding and New Year rituals and by avoiding bright clothing at funerals.,Sri Lanka,South Asia,Specific,Low,Custom,General
1910,1,"One must not eat fish, eggs, or poultry as it is believed to cause tooth loss.",Sudan,Sub-Saharan Africa,Specific,Low,Religious,General
1911,2,One must not call out the names of one's mother and sisters.,Sudan,Sub-Saharan Africa,Specific,Low,Custom,General
1912,4,One must not call women by their names in the Beja tribe.,Sudan,Sub-Saharan Africa,Specific,Moderate,Custom,Ethnic_Group
1913,6,One must not refuse to remove shoes before entering a home.,Sudan,Sub-Saharan Africa,Specific,Low,Custom,General
1914,7,One must not refuse to attend a wedding ceremony after signing a marriage contract.,Sudan,Sub-Saharan Africa,Specific,Low,Custom,General
1915,8,One must not refuse to pay the bride price in full.,Sudan,Sub-Saharan Africa,Specific,Moderate,Custom,General
1916,9,One must not refuse to participate in the face tattooing ritual.,Sudan,Sub-Saharan Africa,Specific,Significant,Custom,General
1917,10,One must not refuse to participate in the circumcision ritual.,Sudan,Sub-Saharan Africa,Specific,Critical,Custom,General
1918,11,Use your right hand or both hands together to gesture or offer anything. The left hand is used for cleaning and hygiene purposes and should not be used to gesture or touch things (e.g. food/people). See more under Non-Verbal in Communication .,Sudan,Sub-Saharan Africa,Specific,Low,Custom,General
1919,12,Wear clothes that cover your shoulders and knees to respect the modesty of your Sudanese counterpart. Women especially are expected to be modest in their behaviour and dress when in public.,Sudan,Sub-Saharan Africa,Specific,Moderate,Custom,General
1920,13,"Hospitality is central to Sudanese culture. It is considered shameful to be a bad host or give a poor welcome. People feel a duty to offer anything else within their means. Even if a family has no food to provide a guest, they are expected to at least offer water.",Sudan,Sub-Saharan Africa,Specific,Low,Custom,General
